Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Damian Lillard,33:35,11,19,.579,6,11,.545,5,6,.833,0,2,2,8,2,0,3,0,33,-13
CJ McCollum,32:24,8,18,.444,2,7,.286,2,2,1.000,2,3,5,7,0,1,1,3,20,-17
Norman Powell,32:22,6,14,.429,3,5,.600,0,0,,3,1,4,2,1,0,0,2,15,-15
Robert Covington,31:35,3,7,.429,3,5,.600,0,0,,0,5,5,4,3,1,1,2,9,-8
Jusuf Nurkić,23:24,2,6,.333,0,1,.000,0,1,.000,1,8,9,2,0,1,2,0,4,-7
Carmelo Anthony,22:06,5,11,.455,3,6,.500,1,1,1.000,0,0,0,0,0,0,1,1,14,-17
Anfernee Simons,19:43,1,7,.143,0,5,.000,0,0,,0,2,2,0,0,0,0,2,2,-7
Enes Kanter,13:13,2,4,.500,0,0,,0,0,,1,4,5,0,0,0,0,2,4,-10
Rondae Hollis-Jefferson,5:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-6
Harry Giles,5:13,3,4,.750,0,1,.000,1,2,.500,1,2,3,0,1,0,0,0,7,+11
T.J. Leaf,5:13,1,1,1.000,0,0,,2,2,1.000,0,1,1,0,0,0,0,0,4,+11
Nassir Little,5:13,1,3,.333,0,0,,0,0,,0,2,2,0,0,0,0,0,2,+11
Derrick Jones,5:13,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0,+11
CJ Elleby,5:13,0,1,.000,0,0,,0,0,,0,1,1,2,0,0,0,0,0,+11
