Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
POR,0,240,43,95,.453,17,41,.415,11,14,.786,8,31,39,25,7,4,8,15,114
ATL,1,240,44,84,.524,20,41,.488,15,18,.833,5,44,49,32,6,3,11,18,123
