Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Caris LeVert,32:16,9,25,.360,0,5,.000,4,10,.400,0,7,7,10,2,0,1,0,22,+23
Jeff Green,28:54,4,7,.571,2,5,.400,4,4,1.000,0,1,1,1,1,1,0,2,14,+14
Jarrett Allen,28:25,5,6,.833,0,0,,5,6,.833,3,8,11,3,0,1,3,3,15,+16
Taurean Prince,21:32,4,8,.500,2,4,.500,3,3,1.000,0,1,1,1,2,1,1,1,13,+18
Bruce Brown,17:45,2,4,.500,1,2,.500,0,1,.000,0,1,1,0,1,0,2,2,5,+5
Joe Harris,30:14,11,19,.579,6,9,.667,0,2,.000,2,4,6,4,1,0,1,2,28,+10
Timothé Luwawu-Cabarrot,26:26,3,8,.375,2,7,.286,1,1,1.000,1,3,4,1,3,1,0,2,9,-1
Landry Shamet,19:09,2,7,.286,2,4,.500,0,0,,1,2,3,0,0,0,0,2,6,-7
DeAndre Jordan,18:08,1,4,.250,0,0,,0,0,,2,9,11,4,0,2,2,3,2,-3
Chris Chiozza,15:44,3,9,.333,0,1,.000,2,2,1.000,2,1,3,6,1,1,2,0,8,-10
Rodions Kurucs,1:27,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
