Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Wendell Carter,31:14,8,16,.500,0,0,,3,5,.600,5,7,12,4,2,1,1,2,19,+1
James Ennis,30:29,8,12,.667,5,6,.833,1,1,1.000,1,3,4,3,0,1,0,5,22,+11
Gary Harris,30:13,5,10,.500,3,4,.750,2,2,1.000,1,1,2,6,0,1,2,2,15,+4
Chuma Okeke,29:22,4,10,.400,1,3,.333,0,0,,1,3,4,2,1,3,0,0,9,0
Michael Carter-Williams,27:05,6,12,.500,1,3,.333,2,4,.500,1,7,8,3,1,1,2,1,15,+11
Terrence Ross,31:27,4,13,.308,1,6,.167,2,3,.667,1,2,3,4,2,0,0,1,11,+11
Cole Anthony,20:55,5,7,.714,0,1,.000,0,0,,0,3,3,5,0,0,1,1,10,-2
R.J. Hampton,17:47,0,4,.000,0,3,.000,2,2,1.000,0,1,1,0,1,1,0,1,2,+5
Donta Hall,16:46,2,3,.667,0,0,,3,3,1.000,3,6,9,2,1,2,1,2,7,+8
Dwayne Bacon,4:41,2,2,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,5,-4
