Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jayson Tatum,38:54,11,26,.423,2,10,.200,3,3,1.000,1,8,9,10,2,0,4,2,27,+6
Jaylen Brown,33:49,7,18,.389,2,6,.333,5,6,.833,0,3,3,4,0,1,1,2,21,-4
Daniel Theis,27:24,3,5,.600,2,4,.500,3,4,.750,0,4,4,4,0,1,0,1,11,-3
Jeff Teague,23:08,1,6,.167,1,3,.333,4,4,1.000,1,0,1,1,1,0,1,2,7,+5
Tristan Thompson,22:20,7,9,.778,0,0,,3,4,.750,3,7,10,0,0,0,1,2,17,+5
Tremont Waters,23:06,1,8,.125,0,3,.000,1,2,.500,0,2,2,5,2,0,0,1,3,-6
Robert Williams,18:57,4,4,1.000,0,0,,1,2,.500,3,5,8,2,2,1,3,2,9,0
Grant Williams,14:59,1,3,.333,1,3,.333,2,4,.500,3,2,5,0,0,0,2,4,5,-10
Javonte Green,14:56,1,3,.333,1,1,1.000,0,0,,0,1,1,1,1,0,1,2,3,-15
Semi Ojeleye,14:30,2,2,1.000,1,1,1.000,0,0,,0,2,2,1,1,0,0,1,5,+2
Carsen Edwards,7:57,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,2,3,-5
