Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
BRK,240,.551,.516,.438,.177,27.5,83.0,54.1,43.9,4.8,1.6,13.4,100.0,110.5,113.4
MIL,240,.566,.566,.378,.122,17.0,72.5,45.9,39.6,8.7,20.4,8.8,100.0,113.4,110.5
