Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
IND,240,.571,.551,.295,.170,19.0,82.9,48.1,51.1,11.0,12.5,14.5,100.0,107.6,106.6
BOS,240,.597,.563,.291,.304,17.1,81.0,51.9,52.5,13.0,11.3,16.7,100.0,106.6,107.6
