Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Gordon Hayward,30:59,.326,.281,.375,.125,4.1,18.2,12.2,12.6,1.5,0.0,15.1,26.5,76,98,-14.0
Terry Rozier,30:11,.529,.529,.412,.000,4.2,12.5,8.9,15.8,0.0,3.5,15.0,27.4,100,102,-4.9
Bismack Biyombo,29:53,.549,.500,.000,.833,16.9,6.3,10.8,16.8,0.0,3.6,19.6,14.1,122,104,-2.0
Devonte' Graham,29:19,.533,.500,.625,.125,0.0,0.0,0.0,21.5,3.3,0.0,10.6,13.3,125,102,1.6
P.J. Washington,17:35,.799,.750,.333,.333,7.2,5.4,6.1,25.5,0.0,0.0,22.5,20.9,135,105,2.4
Miles Bridges,29:43,.929,.889,.667,.444,0.0,50.7,29.0,9.7,0.0,7.2,31.7,21.9,117,86,10.4
LaMelo Ball,29:25,.935,.900,.500,.400,17.2,12.8,14.7,25.8,1.6,3.6,14.5,19.3,169,98,18.1
Jalen McDaniels,16:11,.919,.900,.400,.200,0.0,5.8,3.3,0.0,0.0,0.0,42.4,24.1,82,106,-7.0
Caleb Martin,14:21,.515,.667,.000,.667,8.8,19.7,15.0,36.8,3.3,0.0,0.0,11.2,145,94,9.1
Cody Martin,7:36,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,6.3,0.0,33.3,16.3,99,94,3.7
Vernon Carey,3:40,.000,.000,.500,.000,0.0,25.7,14.7,30.4,0.0,29.1,0.0,22.5,42,86,-4.7
Nick Richards,1:07,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,109,-5.3
