Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHO,240,.633,.601,.405,.250,31.6,74.5,56.2,69.8,6.0,13.3,19.8,100.0,117.2,98.4
DAL,240,.488,.460,.483,.379,25.5,68.4,43.8,70.6,9.9,12.0,12.1,100.0,98.4,117.2
