Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Russell Westbrook,37:23,11,17,.647,0,1,.000,5,7,.714,2,9,11,13,0,0,7,4,27,+2
Rui Hachimura,36:55,5,12,.417,0,2,.000,7,8,.875,1,6,7,0,3,0,1,4,17,+11
Bradley Beal,35:12,16,27,.593,2,8,.250,3,4,.750,3,4,7,3,2,0,5,5,37,+8
Garrison Mathews,12:29,2,2,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,1,1,5,-9
Moritz Wagner,10:56,3,6,.500,0,2,.000,1,2,.500,0,1,1,2,0,0,0,0,7,-8
Dāvis Bertāns,33:51,2,9,.222,2,8,.250,0,0,,0,5,5,0,0,0,0,0,6,+11
Robin Lopez,27:46,3,8,.375,0,0,,4,6,.667,6,5,11,2,2,1,1,1,10,+25
Raul Neto,23:51,1,5,.200,1,3,.333,2,2,1.000,0,6,6,3,1,0,1,1,5,+2
Deni Avdija,11:05,1,1,1.000,0,0,,0,0,,0,3,3,0,0,0,0,2,2,-4
Alex Len,5:25,0,0,,0,0,,0,0,,0,0,0,0,0,2,0,0,0,-8
Isaac Bonga,5:07,1,2,.500,0,1,.000,0,0,,0,2,2,0,0,0,1,1,2,+5
