Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
WAS,0,240,45,89,.506,6,26,.231,22,29,.759,12,42,54,23,8,3,17,19,118
POR,1,240,37,103,.359,19,55,.345,18,25,.720,17,33,50,19,10,7,12,22,111
