Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
ORL,240,.569,.539,.411,.211,19.6,80.0,51.0,42.9,3.1,8.8,10.1,100.0,115.1,114.1
PHO,240,.557,.506,.367,.244,20.0,80.4,49.0,55.0,9.2,5.7,7.4,100.0,114.1,115.1
