Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Damian Lillard,35:35,.619,.500,.435,.522,0.0,10.6,4.9,31.7,1.4,2.4,15.0,40.3,113,131,5.1
Derrick Jones,29:46,.470,.500,.500,.750,3.7,17.0,9.8,4.5,3.3,8.5,0.0,7.7,110,121,0.4
Robert Covington,28:46,.563,.563,.625,.000,0.0,13.2,6.1,5.2,5.1,0.0,11.1,13.5,101,123,-4.3
Enes Kanter,27:00,.533,.500,.000,.125,8.1,28.1,17.3,27.9,0.0,0.0,10.6,15.1,121,131,-0.9
Rodney Hood,25:25,.727,.714,.429,.071,0.0,9.9,4.6,17.2,1.9,0.0,17.2,29.6,115,132,3.3
Carmelo Anthony,26:22,.538,.538,.231,.000,0.0,14.4,6.7,13.0,3.7,3.2,7.1,22.9,103,124,0.8
Gary Trent,23:54,.111,.111,.333,.000,13.7,0.0,7.3,5.4,0.0,0.0,10.0,18.0,48,139,-20.2
Harry Giles,15:29,.500,.500,.000,.000,7.0,16.3,11.3,8.6,0.0,0.0,33.3,8.4,91,134,-10.1
Anfernee Simons,15:18,.429,.429,.714,.000,0.0,0.0,0.0,9.6,0.0,5.5,0.0,19.7,93,135,-5.0
Nassir Little,8:55,.174,.000,.500,1.000,12.2,42.5,26.3,0.0,0.0,0.0,0.0,13.9,62,127,-16.6
Keljin Blevins,3:30,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,139,-11.6
