Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Mikal Bridges,36:18,9,15,.600,4,8,.500,0,0,,1,6,7,1,0,1,0,3,22,+17
Devin Booker,35:17,8,19,.421,1,6,.167,3,4,.750,1,4,5,5,2,1,4,1,20,+16
Deandre Ayton,29:18,5,11,.455,1,2,.500,0,0,,3,12,15,4,0,0,1,2,11,-1
Chris Paul,27:14,4,10,.400,0,2,.000,0,0,,1,3,4,12,0,0,2,4,8,-5
Jae Crowder,25:48,1,6,.167,0,4,.000,0,0,,0,3,3,3,0,0,1,1,2,-4
Cameron Johnson,21:03,7,9,.778,3,4,.750,4,4,1.000,0,1,1,1,1,0,0,1,21,+25
Cameron Payne,19:37,2,5,.400,1,2,.500,2,2,1.000,0,5,5,6,2,0,0,6,7,+26
Frank Kaminsky,18:42,5,10,.500,1,2,.500,0,0,,1,1,2,2,0,1,1,1,11,+17
Langston Galloway,14:18,3,4,.750,2,3,.667,1,1,1.000,0,0,0,0,0,0,0,0,9,+5
Jevon Carter,10:07,2,4,.500,1,2,.500,0,0,,0,1,1,0,1,0,0,1,5,-6
Ty-Shon Alexander,1:09,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5
Damian Jones,1:09,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-5
