Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Zion Williamson,28:49,.639,.692,.000,.462,4.4,3.6,4.0,0.0,1.8,0.0,6.0,27.5,117,128,2.3
Brandon Ingram,28:14,.591,.591,.455,.000,0.0,22.2,12.1,38.1,1.9,0.0,26.7,25.3,96,121,2.5
Eric Bledsoe,24:12,.643,.600,.400,.200,0.0,0.0,0.0,12.8,2.2,0.0,0.0,10.7,139,129,-0.4
Steven Adams,23:10,.935,1.000,.000,.400,16.4,22.5,19.7,7.8,0.0,5.6,40.5,20.3,109,123,0.6
Lonzo Ball,23:05,.292,.292,.583,.000,0.0,0.0,0.0,6.8,0.0,0.0,20.0,30.9,51,135,-21.5
Josh Hart,21:56,.521,.500,.500,1.000,0.0,28.5,15.6,0.0,0.0,0.0,0.0,6.2,108,123,-6.3
Nickeil Alexander-Walker,21:31,.486,.400,.100,.300,0.0,0.0,0.0,31.8,2.5,0.0,8.1,27.2,104,128,-2.8
J.J. Redick,17:34,.200,.200,.400,.000,0.0,5.9,3.3,0.0,3.0,0.0,16.7,16.2,35,124,-17.0
Nicolò Melli,15:41,.625,.625,.750,.000,8.1,46.6,29.1,9.9,0.0,0.0,33.3,18.2,89,116,-4.1
Jaxson Hayes,11:46,,,,,21.5,35.5,29.1,11.0,4.5,22.1,,0.0,204,97,11.9
Kira Lewis,9:38,.286,.286,.286,.000,0.0,0.0,0.0,18.4,5.5,0.0,0.0,34.6,67,121,-8.5
Sindarius Thornwell,7:17,.500,.500,.500,.000,0.0,0.0,0.0,0.0,7.3,0.0,0.0,13.1,100,116,2.0
Willy Hernangómez,7:07,.181,.000,.000,4.000,0.0,58.6,32.1,18.2,0.0,0.0,0.0,18.4,55,111,-4.4
