Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
TOR,240,.550,.534,.443,.148,16.2,81.8,51.9,38.1,7.2,7.4,12.2,100.0,105.4,110.5
ATL,240,.576,.554,.357,.262,18.2,83.8,48.1,52.5,7.2,4.1,12.2,100.0,110.5,105.4
