Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Domantas Sabonis,43:01,.673,.659,.136,.182,4.6,47.4,23.8,26.9,2.8,0.0,20.2,24.6,120,125,5.3
Caris LeVert,38:02,.509,.429,.179,.357,0.0,22.1,9.9,16.1,0.0,3.1,11.0,34.0,105,131,-6.8
Oshae Brissett,26:11,.571,.429,.571,.571,7.5,9.2,8.2,0.0,1.6,0.0,0.0,11.9,139,132,-4.3
Doug McDermott,24:52,.458,.458,.250,.000,3.9,0.0,2.2,0.0,0.0,2.4,0.0,17.2,103,134,-10.7
Edmond Sumner,16:03,.727,.667,.333,.333,6.1,7.5,6.7,6.8,0.0,0.0,0.0,15.2,162,135,0.5
Justin Holiday,35:12,.609,.591,.636,.273,0.0,3.4,1.5,5.9,0.0,3.4,7.5,13.5,123,133,-2.8
T.J. McConnell,31:15,.577,.577,.077,.000,21.9,7.7,15.5,29.1,2.6,0.0,23.5,19.3,121,130,1.6
Aaron Holiday,25:20,.845,.875,.250,.250,3.9,4.7,4.3,13.7,3.2,2.3,18.4,15.3,140,127,7.1
Kelan Martin,0:04,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,136,-8.3
