Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
James Harden,35:27,6,11,.545,5,8,.625,2,2,1.000,0,8,8,16,3,1,5,2,19,+28
Kyrie Irving,33:38,10,17,.588,2,5,.400,1,1,1.000,2,3,5,4,1,0,1,1,23,+22
Kevin Durant,33:16,8,19,.421,1,6,.167,3,4,.750,0,5,5,6,0,2,4,0,20,+22
Joe Harris,27:04,5,9,.556,3,6,.500,2,2,1.000,0,4,4,0,2,1,0,1,15,+12
Bruce Brown,21:39,8,12,.667,0,0,,2,3,.667,4,3,7,1,0,0,0,3,18,+4
Jeff Green,28:44,5,6,.833,1,1,1.000,3,3,1.000,2,4,6,2,1,0,0,3,14,+10
Timothé Luwawu-Cabarrot,23:33,3,4,.750,0,1,.000,2,2,1.000,0,6,6,1,2,1,1,2,8,+5
Landry Shamet,18:59,2,7,.286,1,5,.200,3,3,1.000,0,1,1,4,0,0,1,2,8,-6
Tyler Johnson,14:27,3,6,.500,3,6,.500,0,0,,0,2,2,0,0,0,0,1,9,-8
Noah Vonleh,3:13,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,0,0,-4
