Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Nikola Vučević,31:09,.664,.625,.313,.188,7.0,20.5,13.9,12.8,3.4,8.1,0.0,23.7,156,83,18.8
Markelle Fultz,31:00,.333,.333,.111,.000,0.0,17.2,8.7,37.1,0.0,0.0,35.7,19.2,77,97,-11.4
Aaron Gordon,27:55,.706,.706,.529,.000,23.4,19.1,21.3,7.6,1.9,0.0,10.5,29.0,140,92,15.8
Dwayne Bacon,25:16,.571,.571,.571,.000,0.0,8.4,4.3,5.9,2.1,0.0,30.0,16.9,85,96,-1.4
Michael Carter-Williams,17:43,.000,.000,.500,.000,6.2,0.0,3.0,21.4,0.0,4.8,33.3,14.4,43,98,-11.8
Terrence Ross,31:28,.524,.462,.538,.231,0.0,6.8,3.4,5.0,6.7,0.0,12.3,22.1,109,86,3.1
Khem Birch,22:53,.761,.714,.000,.286,28.6,28.0,28.3,7.6,2.3,3.7,11.3,16.5,156,85,8.7
Cole Anthony,21:29,.402,.278,.222,.556,5.1,19.9,12.6,26.7,0.0,3.9,8.2,24.2,112,93,-3.5
Gary Clark,20:53,.600,.600,.800,.000,10.4,15.3,12.9,0.0,0.0,0.0,28.6,14.3,96,98,-3.9
Mohamed Bamba,4:28,,,,,0.0,47.8,24.1,28.3,0.0,18.9,100.0,9.5,46,72,2.5
Jordan Bone,2:53,.000,.000,.000,.000,0.0,37.0,18.7,0.0,0.0,0.0,0.0,14.8,0,91,-19.3
Karim Mané,2:53,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,103,-5.5
