Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Nikola Vučević,31:09,9,16,.563,2,5,.400,3,3,1.000,2,6,8,2,2,3,0,0,23,+12
Markelle Fultz,31:00,3,9,.333,0,1,.000,0,0,,0,5,5,8,0,0,5,2,6,+11
Aaron Gordon,27:55,9,17,.529,6,9,.667,0,0,,6,5,11,1,1,0,2,1,24,+6
Dwayne Bacon,25:16,3,7,.429,2,4,.500,0,0,,0,2,2,1,1,0,3,0,8,+19
Michael Carter-Williams,17:43,0,4,.000,0,2,.000,0,0,,1,0,1,3,0,1,2,2,0,+9
Terrence Ross,31:28,5,13,.385,2,7,.286,3,3,1.000,0,2,2,1,4,0,2,1,15,+10
Khem Birch,22:53,5,7,.714,0,0,,2,2,1.000,6,6,12,1,1,1,1,4,12,+6
Cole Anthony,21:29,2,9,.222,1,2,.500,4,5,.800,1,4,5,4,0,1,1,3,9,+14
Gary Clark,20:53,2,5,.400,2,4,.500,0,0,,2,3,5,0,0,0,2,1,6,+14
Mohamed Bamba,4:28,0,0,,0,0,,0,0,,0,2,2,1,0,1,1,1,0,-1
Jordan Bone,2:53,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0
Karim Mané,2:53,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
