Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Théo Maledon,33:49,.888,.857,.714,.286,0.0,17.7,8.6,9.7,2.8,0.0,27.6,14.3,116,118,1.0
Shai Gilgeous-Alexander,32:38,.628,.500,.357,.571,3.4,7.4,5.3,33.7,0.0,0.0,5.4,25.1,136,126,1.9
Darius Bazley,31:54,.643,.643,.571,.000,0.0,26.3,12.7,12.3,0.0,0.0,12.5,22.2,105,123,0.1
Luguentz Dort,28:55,.420,.250,.700,.700,3.9,4.1,4.0,5.2,0.0,2.9,13.3,23.1,84,124,-12.6
Isaiah Roby,23:23,.506,.500,.333,.222,9.5,30.8,19.8,30.7,4.1,0.0,16.8,22.5,106,113,-1.4
Mike Muscala,26:09,.884,.864,.818,.182,0.0,13.8,6.6,0.0,0.0,0.0,7.8,21.8,140,125,4.3
Kenrich Williams,24:20,1.000,1.000,.000,.000,4.6,19.7,11.9,17.9,2.0,0.0,0.0,1.8,234,120,0.9
Hamidou Diallo,19:50,.357,.222,.111,.556,0.0,18.2,8.7,32.1,0.0,0.0,15.2,29.5,81,124,-13.5
Justin Jackson,9:57,.694,.750,1.000,1.000,11.2,12.1,11.6,16.0,0.0,8.5,58.1,30.6,66,118,-11.4
Darius Miller,9:05,1.500,1.500,1.000,.000,0.0,13.2,6.4,35.6,0.0,9.3,50.0,9.8,145,117,9.9
