Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NOP,1,240,45,96,.469,21,48,.438,20,28,.714,12,33,45,32,7,3,9,16,131
MIL,0,240,48,96,.500,13,35,.371,17,22,.773,12,37,49,29,5,5,12,19,126
