Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
NOP,240,.605,.578,.500,.292,24.5,73.3,47.9,71.1,6.8,4.9,7.7,100.0,127.2,122.4
MIL,240,.596,.568,.365,.229,26.7,75.5,52.1,60.4,4.9,10.4,10.2,100.0,122.4,127.2
