Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Andrew Wiggins,38:18,.626,.579,.316,.211,3.2,8.2,5.9,0.0,1.2,3.9,4.6,25.2,117,108,-0.4
Draymond Green,36:58,.850,.800,.000,.400,6.7,31.1,19.9,46.6,3.8,4.0,40.5,11.9,149,95,13.3
Stephen Curry,35:17,.716,.692,.692,.231,0.0,11.8,6.4,38.9,1.3,0.0,12.3,41.1,126,109,11.5
Kent Bazemore,31:05,.450,.450,.500,.000,0.0,26.9,14.5,7.6,4.5,4.8,16.7,17.1,79,94,-1.9
Kevon Looney,22:33,.750,.750,.000,.000,0.0,9.3,5.0,0.0,0.0,0.0,0.0,7.9,141,112,-6.8
Juan Toscano-Anderson,33:05,.875,.875,.500,.000,3.7,12.6,8.5,15.2,0.0,2.2,11.1,12.1,158,110,4.3
Mychal Mulder,21:56,.500,.500,.833,.000,0.0,0.0,0.0,0.0,0.0,3.4,25.0,16.2,67,113,-8.9
Jordan Poole,17:24,.506,.500,.600,.200,0.0,6.0,3.2,7.7,0.0,0.0,0.0,27.7,101,113,-6.2
Nico Mannion,2:29,,,,,0.0,0.0,0.0,41.1,18.8,0.0,,0.0,236,76,29.0
Alen Smailagić,0:55,,,,,100.0,0.0,61.6,0.0,0.0,0.0,,0.0,234,115,6.8
