Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Andrew Wiggins,38:18,10,19,.526,2,6,.333,4,4,1.000,1,3,4,0,1,2,1,3,26,+13
Draymond Green,36:58,4,5,.800,0,0,,2,2,1.000,2,11,13,15,3,2,4,4,10,+21
Stephen Curry,35:17,14,26,.538,8,18,.444,5,6,.833,0,4,4,8,1,0,4,5,41,+19
Kent Bazemore,31:05,4,10,.400,1,5,.200,0,0,,0,8,8,2,3,2,2,5,9,+7
Kevon Looney,22:33,3,4,.750,0,0,,0,0,,0,2,2,0,0,0,0,5,6,+12
Juan Toscano-Anderson,33:05,6,8,.750,2,4,.500,0,0,,1,4,5,4,0,1,1,4,14,+2
Mychal Mulder,21:56,2,6,.333,2,5,.400,0,0,,0,0,0,0,0,1,2,1,6,+8
Jordan Poole,17:24,4,10,.400,2,6,.333,1,2,.500,0,1,1,1,0,0,0,1,11,-2
Nico Mannion,2:29,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0,-4
Alen Smailagić,0:55,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-1
