Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Shai Gilgeous-Alexander,38:37,11,20,.550,2,5,.400,6,6,1.000,0,3,3,8,2,0,3,2,30,-10
Darius Bazley,33:22,3,8,.375,2,6,.333,0,2,.000,0,4,4,1,0,0,0,0,8,-12
Luguentz Dort,31:55,7,13,.538,3,7,.429,2,3,.667,0,3,3,1,0,0,2,4,19,-3
George Hill,29:58,5,9,.556,2,5,.400,0,0,,1,4,5,1,0,0,2,0,12,-4
Isaiah Roby,27:37,4,6,.667,0,2,.000,0,0,,1,3,4,2,1,0,0,3,8,+3
Hamidou Diallo,19:24,4,8,.500,0,1,.000,2,2,1.000,0,2,2,4,1,0,1,2,10,-12
Théo Maledon,19:19,2,7,.286,1,2,.500,0,0,,0,5,5,2,1,0,1,4,5,-8
Mike Muscala,15:42,4,11,.364,3,9,.333,0,0,,0,0,0,1,2,0,1,2,11,-11
Aleksej Pokusevski,14:43,1,4,.250,1,4,.250,0,0,,0,0,0,3,0,1,1,2,3,-9
Kenrich Williams,9:23,0,1,.000,0,1,.000,0,0,,2,1,3,1,1,0,0,2,0,-4
