Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Tim Hardaway,37:00,9,17,.529,4,9,.444,0,0,,0,6,6,0,0,1,0,3,22,+3
Luka Dončić,35:45,12,24,.500,1,7,.143,3,7,.429,0,10,10,13,0,0,3,4,28,-2
Willie Cauley-Stein,30:29,5,7,.714,0,0,,1,2,.500,3,7,10,1,0,1,0,4,11,-3
Kristaps Porziņģis,29:00,6,19,.316,2,7,.286,1,2,.500,2,8,10,1,0,2,4,1,15,-7
Wesley Iwundu,22:54,1,2,.500,1,2,.500,0,0,,1,5,6,1,0,0,0,0,3,-8
James Johnson,29:13,5,9,.556,2,5,.400,1,2,.500,0,0,0,3,2,2,1,5,13,+11
Trey Burke,27:42,5,12,.417,3,6,.500,0,0,,2,1,3,1,0,0,0,1,13,-9
Josh Green,18:55,0,2,.000,0,0,,0,0,,1,2,3,0,2,0,1,5,0,-1
Tyrell Terry,4:48,1,1,1.000,0,0,,0,0,,0,1,1,2,1,0,0,0,2,+1
Boban Marjanović,4:14,1,4,.250,0,0,,0,0,,2,0,2,0,0,0,0,0,2,0
