Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Trae Young,33:59,.371,.333,.389,.111,2.6,6.1,4.2,50.9,1.5,0.0,9.6,26.8,98,110,-2.2
John Collins,32:18,.785,.767,.133,.333,13.5,35.5,23.5,0.0,4.9,8.1,5.5,24.6,152,87,19.4
Kevin Huerter,29:35,.364,.364,.545,.000,5.9,7.1,6.4,4.8,1.8,0.0,15.4,19.2,75,109,-10.6
Clint Capela,22:55,.250,.250,.000,.000,22.8,45.5,33.2,13.7,2.3,3.8,0.0,30.5,82,91,-7.1
Tony Snell,19:07,.500,.500,.667,.000,0.0,0.0,0.0,6.9,5.5,4.6,0.0,6.9,118,101,2.0
Danilo Gallinari,30:03,.699,.667,.500,.167,0.0,13.9,6.3,16.3,3.5,2.9,0.0,18.7,149,101,14.0
Bogdan Bogdanović,29:45,.500,.500,.600,.000,0.0,0.0,0.0,14.9,1.8,2.9,9.1,16.1,103,110,-1.9
Solomon Hill,18:25,.643,.643,1.000,.000,0.0,0.0,0.0,0.0,2.8,0.0,12.5,19.0,105,109,-1.2
Rajon Rondo,14:01,.250,.250,.250,.000,0.0,22.3,10.2,48.1,0.0,0.0,0.0,12.5,106,107,-6.4
Nathan Knight,6:28,.000,.000,.000,.000,13.5,16.1,14.7,0.0,8.1,0.0,0.0,6.8,59,92,-5.0
Onyeka Okongwu,3:24,.000,.000,.000,.000,25.7,0.0,14.0,0.0,0.0,0.0,50.0,25.7,29,114,-44.3
