Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Trae Young,33:59,6,18,.333,0,7,.000,2,2,1.000,1,2,3,11,1,0,2,1,14,+13
John Collins,32:18,11,15,.733,1,2,.500,4,5,.800,5,11,16,0,3,3,1,2,27,+7
Kevin Huerter,29:35,3,11,.273,2,6,.333,0,0,,2,2,4,1,1,0,2,3,8,+5
Clint Capela,22:55,4,16,.250,0,0,,0,0,,6,10,16,2,1,1,0,3,8,+14
Tony Snell,19:07,1,3,.333,1,2,.500,0,0,,0,0,0,1,2,1,0,1,3,+14
Danilo Gallinari,30:03,6,12,.500,4,6,.667,2,2,1.000,0,4,4,3,2,1,0,1,18,-8
Bogdan Bogdanović,29:45,4,10,.400,2,6,.333,0,0,,0,0,0,3,1,1,1,3,10,-11
Solomon Hill,18:25,3,7,.429,3,7,.429,0,0,,0,0,0,0,1,0,1,3,9,0
Rajon Rondo,14:01,1,4,.250,0,1,.000,0,0,,0,3,3,5,0,0,0,2,2,-8
Nathan Knight,6:28,0,1,.000,0,0,,0,0,,1,1,2,0,1,0,0,0,0,+4
Onyeka Okongwu,3:24,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,1,2,0,-5
