Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Mikal Bridges,27:41,3,6,.500,1,3,.333,0,0,,0,4,4,0,2,0,1,1,7,-13
Devin Booker,26:54,6,18,.333,0,1,.000,3,4,.750,0,3,3,3,2,0,1,2,15,-4
Deandre Ayton,26:23,4,9,.444,0,0,,0,0,,7,2,9,1,1,0,2,1,8,-15
Chris Paul,22:19,3,10,.300,0,1,.000,0,0,,1,2,3,6,0,0,0,0,6,-25
Jae Crowder,19:15,1,3,.333,0,1,.000,0,0,,1,3,4,1,0,1,2,2,2,-6
Cameron Payne,25:41,5,11,.455,0,2,.000,2,4,.500,0,5,5,3,0,0,3,3,12,-1
Jevon Carter,24:33,7,11,.636,3,7,.429,0,2,.000,1,1,2,0,1,0,1,2,17,-16
Cameron Johnson,24:33,2,8,.250,1,4,.250,0,0,,1,2,3,2,0,0,0,1,5,-24
Torrey Craig,16:06,3,7,.429,1,4,.250,0,0,,2,3,5,0,0,0,0,0,7,-22
Dario Šarić,9:17,0,1,.000,0,1,.000,2,2,1.000,0,2,2,2,0,0,2,1,2,-7
Ty-Shon Alexander,5:46,1,2,.500,0,1,.000,0,0,,1,1,2,0,0,1,1,0,2,+1
Jalen Smith,5:46,1,2,.500,0,1,.000,0,0,,1,2,3,0,1,0,0,1,2,+1
Frank Kaminsky,5:46,0,2,.000,0,1,.000,0,4,.000,0,3,3,1,0,0,1,0,0,+1
