Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BRK,0,240,35,82,.427,17,47,.362,17,25,.680,6,40,46,23,4,5,19,17,104
CHO,1,240,43,96,.448,10,34,.294,10,17,.588,13,39,52,35,8,3,12,25,106
