Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kyle Lowry,36:42,6,13,.462,3,7,.429,4,4,1.000,2,4,6,6,0,1,3,3,19,-9
Fred VanVleet,36:23,4,16,.250,3,10,.300,4,4,1.000,0,7,7,10,0,1,1,3,15,+7
OG Anunoby,35:33,7,13,.538,4,8,.500,0,0,,1,4,5,1,4,0,2,1,18,-10
Pascal Siakam,32:04,4,14,.286,0,5,.000,1,2,.500,2,3,5,4,0,2,3,4,9,+6
Aron Baynes,4:20,0,1,.000,0,1,.000,0,0,,0,3,3,0,0,0,2,1,0,-10
Chris Boucher,30:49,5,7,.714,2,4,.500,8,10,.800,2,7,9,1,0,2,0,5,20,+15
Norman Powell,28:24,6,12,.500,6,9,.667,6,6,1.000,0,3,3,2,0,1,3,2,24,+22
Malachi Flynn,18:12,2,7,.286,1,3,.333,0,0,,0,1,1,3,1,0,1,1,5,+11
Stanley Johnson,13:45,2,2,1.000,2,2,1.000,0,0,,0,4,4,1,0,1,0,2,6,-14
Yuta Watanabe,3:48,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
