Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dennis Schröder,31:57,4,12,.333,1,3,.333,5,6,.833,1,4,5,5,1,0,1,4,14,+22
LeBron James,27:29,9,20,.450,5,8,.625,3,4,.750,0,6,6,7,0,0,2,2,26,+14
Anthony Davis,24:37,8,13,.615,0,1,.000,2,2,1.000,3,4,7,1,0,0,0,0,18,+16
Marc Gasol,23:01,1,2,.500,1,1,1.000,0,0,,1,4,5,1,2,4,1,4,3,+16
Kentavious Caldwell-Pope,19:54,4,6,.667,2,4,.500,0,0,,0,3,3,1,1,0,0,2,10,+24
Montrezl Harrell,24:55,8,12,.667,0,1,.000,5,8,.625,2,4,6,0,0,1,1,2,21,+13
Markieff Morris,23:27,4,9,.444,3,8,.375,0,0,,0,7,7,2,0,0,0,0,11,+13
Alex Caruso,22:07,2,2,1.000,2,2,1.000,0,0,,0,1,1,2,0,0,2,1,6,-2
Kyle Kuzma,18:00,3,8,.375,1,4,.250,0,0,,3,3,6,2,1,1,1,0,7,+8
Talen Horton-Tucker,13:24,1,5,.200,0,3,.000,2,2,1.000,1,1,2,4,0,0,1,1,4,+10
Quinn Cook,5:59,1,3,.333,1,1,1.000,0,0,,0,1,1,1,1,0,0,0,3,+7
Alfonzo McKinnie,5:10,2,3,.667,1,1,1.000,0,0,,1,0,1,0,0,0,0,0,5,+4
