Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHI,1,240,32,84,.381,8,31,.258,28,33,.848,9,45,54,21,10,10,18,15,100
TOR,0,240,32,90,.356,17,45,.378,12,14,.857,10,37,47,21,12,7,19,28,93
