Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
ORL,240,.516,.481,.250,.400,23.9,73.3,48.4,41.7,6.2,2.9,13.8,100.0,100.6,124.4
SAS,240,.595,.570,.269,.194,26.7,76.1,51.6,62.5,6.2,8.3,8.2,100.0,124.4,100.6
