Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Julius Randle,35:53,7,17,.412,3,9,.333,5,8,.625,1,7,8,3,0,0,5,4,22,-16
RJ Barrett,32:21,4,12,.333,0,4,.000,0,1,.000,0,4,4,4,0,0,2,3,8,-12
Nerlens Noel,29:57,4,7,.571,0,0,,0,0,,2,9,11,0,2,4,4,4,8,+12
Reggie Bullock,22:08,1,5,.200,0,4,.000,1,1,1.000,0,3,3,0,0,0,1,3,3,-12
Elfrid Payton,19:19,2,4,.500,0,2,.000,1,2,.500,1,1,2,1,0,1,0,0,5,-12
Alec Burks,26:46,2,4,.500,2,4,.500,0,0,,0,3,3,3,0,0,0,0,6,+3
Derrick Rose,26:19,6,13,.462,3,5,.600,1,2,.500,0,2,2,2,0,1,1,1,16,-2
Taj Gibson,18:03,2,3,.667,0,0,,1,2,.500,2,2,4,0,0,0,0,3,5,-22
Immanuel Quickley,17:07,4,11,.364,2,6,.333,2,2,1.000,0,0,0,1,2,0,0,0,12,+5
Obi Toppin,12:07,1,4,.250,0,2,.000,1,2,.500,0,4,4,1,0,0,0,1,3,+6
