Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Darius Garland,34:24,7,12,.583,1,5,.200,2,2,1.000,0,1,1,9,1,0,3,2,17,-20
Collin Sexton,34:18,6,18,.333,2,6,.333,3,6,.500,1,2,3,3,1,0,3,2,17,-24
Andre Drummond,30:11,12,17,.706,0,0,,4,5,.800,3,8,11,2,2,0,4,4,28,-4
Isaac Okoro,29:12,0,5,.000,0,3,.000,2,2,1.000,0,5,5,1,0,0,2,2,2,-20
Larry Nance,23:22,2,3,.667,0,1,.000,0,0,,0,5,5,1,0,0,0,3,4,+1
Jarrett Allen,24:42,1,4,.250,0,1,.000,0,0,,2,5,7,0,0,1,0,2,2,-26
Dylan Windler,19:49,3,4,.750,0,1,.000,3,4,.750,1,1,2,2,0,0,1,1,9,-9
Taurean Prince,19:08,5,9,.556,2,3,.667,0,0,,0,3,3,1,0,0,0,1,12,-7
Cedi Osman,15:12,3,10,.300,1,5,.200,0,0,,0,0,0,2,0,0,0,0,7,-13
Dean Wade,5:07,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,1,0,-3
Lamar Stevens,4:32,0,2,.000,0,1,.000,1,2,.500,1,1,2,0,0,0,0,1,1,0
