Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DAL,240,.609,.572,.386,.313,7.7,58.5,33.8,48.8,13.1,5.8,8.7,100.0,116.3,139.5
LAL,240,.679,.665,.429,.264,41.5,92.3,66.3,64.7,9.1,7.8,13.6,100.0,139.5,116.3
