Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,0,240,40,90,.444,11,33,.333,20,22,.909,10,37,47,22,9,3,8,15,111
ORL,1,240,42,90,.467,13,37,.351,15,19,.789,9,40,49,18,3,5,11,18,112
