Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Brandon Ingram,36:46,9,18,.500,3,6,.500,6,7,.857,0,7,7,8,1,0,1,1,27,+14
Lonzo Ball,34:40,4,8,.500,2,5,.400,2,2,1.000,2,4,6,8,3,0,2,0,12,+16
Eric Bledsoe,33:08,5,11,.455,0,1,.000,1,4,.250,1,2,3,2,2,0,1,0,11,+8
Zion Williamson,31:03,13,18,.722,0,0,,6,9,.667,1,5,6,5,0,1,0,0,32,+3
Steven Adams,30:42,7,8,.875,0,0,,0,2,.000,6,9,15,3,1,2,1,1,14,+10
Josh Hart,29:07,5,10,.500,1,4,.250,0,0,,0,2,2,0,1,0,1,1,11,+3
Willy Hernangómez,16:22,2,4,.500,0,0,,2,3,.667,2,3,5,0,0,3,3,2,6,0
J.J. Redick,15:02,2,6,.333,2,4,.500,1,2,.500,0,1,1,4,1,0,2,1,7,-2
Kira Lewis,6:50,2,4,.500,1,2,.500,0,0,,0,0,0,0,0,0,1,3,5,-6
Nickeil Alexander-Walker,6:20,1,3,.333,1,1,1.000,0,0,,0,0,0,1,1,0,0,1,3,+4
