Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
P.J. Washington,38:36,8,12,.667,4,6,.667,2,3,.667,4,8,12,5,1,1,1,3,22,+25
Miles Bridges,33:52,7,14,.500,4,8,.500,2,2,1.000,0,6,6,3,0,1,1,2,20,+24
Terry Rozier,32:39,8,18,.444,5,9,.556,0,0,,1,4,5,11,1,1,2,5,21,+9
Devonte' Graham,31:41,7,14,.500,6,11,.545,4,4,1.000,1,1,2,9,0,0,2,3,24,+22
Cody Martin,31:01,5,9,.556,1,2,.500,2,2,1.000,1,9,10,5,1,2,1,1,13,+29
Brad Wanamaker,24:17,6,12,.500,0,2,.000,0,0,,0,2,2,1,2,0,1,5,12,-3
Bismack Biyombo,21:45,2,3,.667,0,0,,0,0,,3,4,7,3,0,1,2,2,4,-5
Jalen McDaniels,19:05,2,8,.250,0,3,.000,0,0,,0,1,1,2,2,1,1,0,4,-4
Grant Riller,1:46,2,2,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,5,+2
Nick Richards,1:46,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,+2
Caleb Martin,1:46,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+2
Vernon Carey,1:46,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,+2
