Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
ORL,240,.558,.534,.318,.341,23.4,81.1,48.8,54.8,14.3,4.8,14.4,100.0,107.7,102.0
MIA,240,.586,.548,.241,.229,18.9,76.6,51.2,59.5,10.5,3.3,19.4,100.0,102.0,107.7
