Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DAL,240,.686,.660,.519,.160,14.3,72.3,47.6,56.8,4.4,8.7,12.2,100.0,129.5,136.0
POR,240,.622,.591,.505,.183,27.7,85.7,52.4,38.6,5.4,0.0,5.6,100.0,136.0,129.5
