Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
D'Angelo Russell,36:06,10,21,.476,2,8,.250,3,4,.750,1,2,3,8,2,0,5,1,25,-11
Karl-Anthony Towns,34:25,8,17,.471,1,4,.250,8,8,1.000,4,10,14,3,0,2,1,2,25,+5
Malik Beasley,33:56,11,23,.478,4,11,.364,2,3,.667,2,4,6,5,1,1,1,0,28,-1
Juan Hernangómez,28:57,2,7,.286,1,6,.167,0,0,,0,8,8,0,0,0,0,0,5,+7
Josh Okogie,26:59,1,2,.500,0,0,,1,1,1.000,1,2,3,4,0,3,0,5,3,0
Ricky Rubio,24:29,1,5,.200,0,2,.000,4,4,1.000,0,2,2,6,0,0,3,0,6,-16
Anthony Edwards,16:51,1,6,.167,0,2,.000,0,0,,2,1,3,1,0,0,0,1,2,-3
Jarred Vanderbilt,14:37,1,1,1.000,0,0,,0,0,,0,4,4,0,0,0,0,5,2,-14
Naz Reid,13:35,3,6,.500,1,3,.333,2,2,1.000,1,2,3,0,0,0,2,2,9,-16
Jarrett Culver,10:05,1,2,.500,0,1,.000,0,2,.000,0,2,2,0,0,0,0,2,2,-6
