Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Andrew Wiggins,33:16,10,19,.526,4,7,.571,5,7,.714,1,6,7,3,0,2,2,1,29,-23
Jordan Poole,32:25,5,11,.455,3,6,.500,2,3,.667,0,0,0,4,0,0,3,2,15,-8
Kelly Oubre,28:12,5,13,.385,1,5,.200,3,7,.429,2,4,6,2,2,1,0,2,14,-8
Draymond Green,27:14,0,0,,0,0,,0,0,,1,1,2,9,0,0,4,4,0,-23
James Wiseman,26:32,7,13,.538,0,1,.000,4,4,1.000,0,5,5,0,1,0,1,4,18,-17
Nico Mannion,25:11,3,9,.333,2,5,.400,2,2,1.000,0,3,3,5,2,0,1,1,10,-2
Kevon Looney,19:17,2,3,.667,0,0,,0,0,,0,1,1,4,0,0,0,4,4,0
Kent Bazemore,11:54,1,3,.333,0,1,.000,0,0,,1,2,3,0,0,0,1,1,2,-4
Mychal Mulder,9:32,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,1,0,0,3,-8
Juan Toscano-Anderson,9:30,1,1,1.000,0,0,,0,0,,0,2,2,1,1,0,0,2,2,+10
Eric Paschall,8:38,3,4,.750,1,1,1.000,1,2,.500,0,1,1,0,0,0,0,0,8,+4
Damion Lee,8:19,1,2,.500,0,1,.000,1,1,1.000,0,3,3,1,1,0,0,1,3,-1
