Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Russell Westbrook,40:23,12,20,.600,0,2,.000,5,8,.625,0,12,12,17,3,1,2,3,29,+2
Bradley Beal,38:43,14,24,.583,3,6,.500,11,14,.786,0,4,4,3,1,0,2,2,42,-8
Raul Neto,23:22,2,6,.333,1,2,.500,2,2,1.000,1,1,2,1,2,0,0,3,7,+10
Anthony Gill,18:15,5,10,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,3,11,+5
Alex Len,16:32,1,4,.250,0,0,,0,0,,1,3,4,0,0,0,0,1,2,+3
Dāvis Bertāns,27:30,4,10,.400,2,6,.333,3,4,.750,0,0,0,1,0,0,0,1,13,-9
Ish Smith,22:06,0,6,.000,0,1,.000,2,2,1.000,0,2,2,1,0,0,0,1,2,-5
Robin Lopez,17:26,4,6,.667,0,0,,0,0,,3,3,6,0,0,3,2,3,8,-2
Daniel Gafford,14:02,4,6,.667,0,0,,4,7,.571,6,4,10,2,0,1,0,2,12,-2
Garrison Mathews,12:25,1,2,.500,1,2,.500,5,6,.833,0,1,1,1,0,0,0,1,8,+6
Isaac Bonga,6:18,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,1,1,3,0,-4
Chandler Hutchison,2:58,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1
