Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Gordon Hayward,32:36,7,14,.500,2,7,.286,2,2,1.000,0,8,8,2,1,1,2,4,18,-7
Terry Rozier,29:24,3,8,.375,2,5,.400,4,4,1.000,1,2,3,4,0,1,1,2,12,-16
P.J. Washington,26:49,4,10,.400,2,5,.400,2,2,1.000,1,7,8,5,0,0,1,5,12,-3
Devonte' Graham,24:28,5,13,.385,5,11,.455,0,0,,0,2,2,1,0,0,0,0,15,-13
Bismack Biyombo,22:44,2,7,.286,0,0,,0,0,,1,3,4,4,0,1,3,3,4,-20
LaMelo Ball,30:25,5,16,.313,0,5,.000,2,3,.667,2,5,7,9,2,0,2,2,12,-9
Miles Bridges,23:56,3,6,.500,1,1,1.000,0,0,,0,5,5,0,0,0,3,3,7,-31
Caleb Martin,17:24,2,4,.500,0,2,.000,3,5,.600,2,1,3,2,0,1,3,0,7,0
Jalen McDaniels,16:29,4,6,.667,1,2,.500,1,2,.500,0,4,4,0,1,0,0,4,10,+11
Malik Monk,9:43,0,1,.000,0,1,.000,1,2,.500,0,0,0,3,0,0,1,0,1,-6
Nick Richards,6:02,1,1,1.000,0,0,,1,2,.500,1,2,3,0,0,0,0,1,3,+9
