Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MIA,265,.585,.553,.538,.231,28.0,66.7,46.9,56.3,5.3,8.5,13.6,100.0,119.0,121.6
PHI,265,.606,.583,.539,.245,33.3,72.0,53.1,64.0,8.9,12.5,13.1,100.0,121.6,119.0
