Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
SAC,240,.660,.641,.385,.244,12.1,73.7,45.1,51.2,7.4,8.3,14.8,100.0,121.3,129.8
PHO,240,.662,.640,.442,.163,26.3,87.9,54.9,62.5,9.6,8.3,10.7,100.0,129.8,121.3
