Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
DeMar DeRozan,32:17,6,9,.667,0,0,,8,8,1.000,1,5,6,11,2,0,4,0,20,+9
Dejounte Murray,31:32,4,9,.444,1,3,.333,0,0,,0,9,9,11,0,1,1,3,9,+14
Lonnie Walker,27:35,2,7,.286,1,5,.200,0,0,,0,5,5,2,0,0,2,4,5,+9
Keldon Johnson,24:32,3,6,.500,1,4,.250,3,4,.750,0,4,4,1,0,0,2,2,10,-2
LaMarcus Aldridge,24:15,10,17,.588,0,1,.000,2,2,1.000,0,2,2,1,1,1,1,0,22,0
Devin Vassell,26:22,2,7,.286,2,5,.400,0,0,,2,5,7,4,2,1,0,2,6,+17
Patty Mills,23:59,8,11,.727,5,7,.714,0,0,,0,1,1,1,0,0,0,1,21,+12
Rudy Gay,23:30,8,17,.471,5,8,.625,0,0,,3,4,7,1,1,0,0,1,21,+24
Jakob Poeltl,21:32,5,7,.714,0,0,,1,2,.500,6,1,7,1,0,3,2,4,11,+20
Trey Lyles,2:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
Tre Jones,2:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
