Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NOP,1,240,40,101,.396,9,30,.300,20,24,.833,17,29,46,22,11,5,10,22,109
SAC,0,240,42,88,.477,14,43,.326,20,26,.769,13,39,52,31,3,8,20,18,118
