Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Ja Morant,36:40,7,15,.467,4,10,.400,2,4,.500,0,3,3,5,0,1,5,1,20,-10
Dillon Brooks,35:46,4,16,.250,0,7,.000,1,3,.333,0,2,2,1,1,0,2,6,9,-1
Jonas Valančiūnas,31:30,9,12,.750,0,0,,1,2,.500,6,10,16,2,0,2,2,2,19,-10
Kyle Anderson,23:33,3,11,.273,1,4,.250,0,0,,0,2,2,5,0,0,2,2,7,-9
Desmond Bane,21:14,1,5,.200,0,4,.000,0,0,,0,2,2,4,0,0,0,1,2,+3
Jaren Jackson,25:11,4,12,.333,3,7,.429,6,6,1.000,2,3,5,0,4,0,1,1,17,-14
Brandon Clarke,21:34,4,7,.571,1,1,1.000,1,2,.500,3,3,6,1,0,2,0,0,10,-5
John Konchar,19:17,5,6,.833,1,2,.500,0,0,,1,4,5,0,0,0,0,0,11,-14
De'Anthony Melton,13:55,1,3,.333,0,2,.000,0,0,,0,1,1,3,0,0,2,1,2,-6
Tyus Jones,11:20,0,2,.000,0,0,,0,0,,0,0,0,4,2,0,1,0,0,-4
