Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Tyrese Haliburton,36:13,6,16,.375,2,9,.222,0,0,,0,5,5,10,3,0,4,0,14,+12
Maurice Harkless,35:04,1,2,.500,0,1,.000,4,4,1.000,0,4,4,1,2,0,1,3,6,+14
Buddy Hield,30:37,5,12,.417,4,7,.571,2,2,1.000,0,5,5,5,1,0,2,2,16,+10
Richaun Holmes,25:28,9,12,.750,0,0,,6,6,1.000,2,4,6,0,0,3,2,3,24,+10
Harrison Barnes,23:44,7,10,.700,3,4,.750,2,2,1.000,1,5,6,2,0,0,1,0,19,+6
Damian Jones,22:32,3,5,.600,0,0,,2,3,.667,4,3,7,1,0,0,2,2,8,-3
Delon Wright,21:50,3,9,.333,1,1,1.000,0,1,.000,3,3,6,1,0,0,2,0,7,-5
Terence Davis,19:12,3,4,.750,2,2,1.000,0,0,,0,2,2,1,0,1,1,1,8,-5
Chimezie Metu,14:16,4,6,.667,1,3,.333,0,0,,0,3,3,0,0,0,0,3,9,+2
Kyle Guy,11:04,1,5,.200,0,2,.000,0,0,,1,1,2,2,0,0,1,1,2,-6
