Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Furkan Korkmaz,30:36,7,13,.538,4,10,.400,2,4,.500,1,3,4,2,5,1,1,1,20,+14
Ben Simmons,28:19,5,9,.556,0,0,,3,5,.600,1,2,3,3,0,0,0,0,13,+22
Seth Curry,28:14,5,11,.455,1,5,.200,0,0,,1,2,3,6,0,0,0,3,11,+20
Joel Embiid,27:14,10,17,.588,0,2,.000,7,9,.778,0,10,10,4,0,4,2,3,27,+19
Matisse Thybulle,26:48,1,2,.500,1,2,.500,0,0,,1,2,3,0,3,2,1,1,3,+12
Tyrese Maxey,19:46,2,8,.250,0,2,.000,3,3,1.000,0,0,0,5,1,0,1,3,7,+4
Shake Milton,19:40,5,14,.357,2,7,.286,0,0,,2,0,2,2,0,1,0,0,12,+6
Mike Scott,19:08,5,9,.556,3,6,.500,0,0,,1,1,2,0,1,0,0,2,13,+9
Dwight Howard,14:42,1,3,.333,0,0,,1,2,.500,4,9,13,0,0,2,2,2,3,+3
Isaiah Joe,9:25,0,3,.000,0,3,.000,0,0,,0,2,2,0,1,0,1,1,0,+4
Paul Reed,6:04,1,2,.500,0,0,,1,2,.500,2,0,2,1,0,0,0,1,3,+2
Rayjon Tucker,6:04,1,1,1.000,0,0,,0,0,,0,2,2,1,0,0,1,0,2,+2
Mason Jones,4:00,1,2,.500,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,+3
