Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Talen Horton-Tucker,30:15,3,12,.250,2,5,.400,0,0,,0,5,5,5,0,0,3,2,8,-16
LeBron James,27:49,7,13,.538,1,5,.200,4,5,.800,0,4,4,4,1,0,4,0,19,-20
Markieff Morris,27:32,5,10,.500,0,1,.000,2,4,.500,5,4,9,1,0,0,1,2,12,-9
Kentavious Caldwell-Pope,24:26,1,5,.200,0,4,.000,3,4,.750,1,2,3,1,0,0,1,2,5,-7
Marc Gasol,18:37,3,7,.429,2,5,.400,0,0,,0,2,2,2,1,1,1,1,8,-7
Kyle Kuzma,25:05,2,7,.286,1,3,.333,0,0,,1,6,7,1,2,1,2,1,5,-7
Montrezl Harrell,22:24,7,12,.583,0,0,,2,3,.667,2,4,6,0,0,1,0,0,16,-15
Wesley Matthews,16:37,1,4,.250,1,4,.250,0,0,,0,0,0,2,1,0,0,2,3,-18
Alex Caruso,16:21,1,8,.125,0,3,.000,1,2,.500,1,0,1,0,0,1,0,2,3,-11
Jared Dudley,13:41,1,2,.500,1,2,.500,0,0,,2,2,4,1,0,0,1,2,3,-14
Alfonzo McKinnie,6:59,1,3,.333,0,1,.000,0,0,,0,2,2,0,0,0,0,1,2,-3
Devontae Cacok,5:07,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,4,+1
Kostas Antetokounmpo,5:07,0,0,,0,0,,1,2,.500,0,1,1,0,0,0,1,0,1,+1
