Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Nikola Jokić,34:07,8,11,.727,1,1,1.000,2,3,.667,4,8,12,18,3,1,3,2,19,+20
Jamal Murray,31:05,7,14,.500,4,6,.667,3,7,.429,2,3,5,2,0,1,2,0,21,+15
Gary Harris,28:56,6,10,.600,2,6,.333,0,1,.000,1,2,3,2,3,0,1,1,14,+13
Paul Millsap,24:44,7,8,.875,3,4,.750,2,3,.667,0,3,3,1,0,0,3,1,19,+1
Michael Porter,23:38,5,11,.455,2,6,.333,2,3,.667,0,9,9,2,0,1,0,2,14,+2
Monte Morris,23:31,5,7,.714,1,3,.333,1,3,.333,0,4,4,5,0,1,0,2,12,+14
Will Barton,22:44,5,12,.417,1,4,.250,0,0,,0,4,4,0,0,1,1,0,11,+25
PJ Dozier,19:39,1,5,.200,0,0,,1,2,.500,2,3,5,1,1,1,1,1,3,+24
Isaiah Hartenstein,9:40,1,3,.333,0,0,,3,6,.500,2,2,4,0,1,0,1,4,5,+5
Facundo Campazzo,5:26,0,1,.000,0,0,,4,4,1.000,0,1,1,0,0,0,1,2,4,-10
Bol Bol,5:09,0,2,.000,0,0,,0,0,,0,1,1,0,0,1,0,1,0,-10
R.J. Hampton,4:07,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,2,-10
Zeke Nnaji,3:37,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-12
Vlatko Čančar,3:37,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-12
