Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
De'Andre Hunter,33:26,.423,.423,.692,.000,6.0,18.7,12.2,10.4,1.3,0.0,0.0,14.8,119,135,-5.9
Cam Reddish,31:58,.649,.545,.636,.909,3.1,6.5,4.8,3.8,0.0,2.5,6.1,19.5,139,138,-1.9
Trae Young,31:56,.599,.444,.222,.889,9.4,9.8,9.6,47.3,0.0,0.0,16.6,35.7,129,140,2.8
John Collins,30:34,.676,.650,.250,.250,13.1,20.5,16.7,5.6,1.5,0.0,4.3,28.8,143,134,4.1
Clint Capela,19:56,.444,.429,.000,.286,15.1,47.1,30.7,0.0,0.0,4.1,11.3,16.9,103,130,-6.5
Bogdan Bogdanović,28:43,.739,.714,.786,.143,0.0,14.5,7.1,4.7,1.6,0.0,0.0,19.7,160,135,6.6
Kevin Huerter,21:05,.583,.583,.333,.000,4.7,4.9,4.8,22.7,2.1,0.0,0.0,10.8,156,136,2.5
Solomon Hill,16:43,.750,.750,.833,.000,6.0,6.2,6.1,0.0,0.0,0.0,14.3,15.9,131,140,-2.7
Rajon Rondo,16:04,.000,.000,1.000,.000,6.2,6.5,6.4,38.1,2.8,0.0,50.0,9.5,87,134,-7.1
Bruno Fernando,6:26,,,,,15.5,48.7,31.7,0.0,0.0,0.0,100.0,5.9,55,133,-9.2
Danilo Gallinari,3:09,1.250,1.250,.500,.000,0.0,33.1,16.2,0.0,0.0,0.0,0.0,24.1,250,136,35.4
