Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ATL,0,240,47,99,.475,18,46,.391,29,35,.829,17,37,54,27,5,2,12,19,141
BRK,1,240,54,100,.540,19,41,.463,18,23,.783,9,31,40,30,6,3,8,24,145
