Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
HOU,240,.660,.641,.424,.141,25.0,75.6,50.6,58.0,7.3,15.6,10.9,100.0,134.1,111.2
MIN,240,.550,.500,.471,.329,24.4,75.0,49.4,72.2,8.3,11.3,10.2,100.0,111.2,134.1
