Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Ja Morant,34:42,4,14,.286,0,3,.000,7,8,.875,1,10,11,12,1,0,3,0,15,+5
Grayson Allen,31:57,7,13,.538,6,10,.600,2,2,1.000,0,4,4,3,1,0,0,2,22,0
Dillon Brooks,29:53,5,13,.385,0,3,.000,7,7,1.000,0,1,1,1,1,0,2,5,17,+14
Jonas Valančiūnas,28:04,9,12,.750,0,0,,4,6,.667,5,7,12,2,0,1,2,4,22,+17
Kyle Anderson,26:20,7,11,.636,2,3,.667,4,6,.667,0,5,5,5,5,1,1,2,20,+15
Brandon Clarke,24:31,5,8,.625,2,2,1.000,0,2,.000,0,6,6,2,2,2,2,1,12,-9
Tyus Jones,22:28,0,4,.000,0,1,.000,0,0,,1,1,2,4,1,0,0,0,0,+13
Xavier Tillman,19:10,3,4,.750,1,1,1.000,0,0,,0,2,2,2,1,0,1,1,7,-5
Sean McDermott,17:09,1,2,.500,1,2,.500,2,2,1.000,0,1,1,0,1,0,0,2,5,+8
John Konchar,5:46,1,2,.500,0,1,.000,0,0,,0,0,0,0,1,0,1,1,2,-13
