Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHI,240,.589,.577,.397,.128,18.2,92.1,57.7,64.1,2.1,6.1,17.1,100.0,102.8,112.4
PHO,240,.560,.534,.250,.170,7.9,81.8,42.3,79.5,11.7,8.5,6.9,100.0,112.4,102.8
