Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Nikola Vučević,31:05,8,20,.400,2,7,.286,4,4,1.000,3,14,17,3,2,0,3,1,22,+5
Markelle Fultz,31:05,7,13,.538,0,2,.000,7,8,.875,2,2,4,7,1,0,2,3,21,+5
Aaron Gordon,29:39,6,12,.500,1,2,.500,2,4,.500,1,8,9,3,0,0,0,3,15,+16
Evan Fournier,28:57,4,8,.500,1,5,.200,4,5,.800,1,4,5,0,2,0,2,4,13,-1
Dwayne Bacon,20:21,2,3,.667,2,2,1.000,0,0,,0,1,1,1,1,0,1,1,6,-1
Terrence Ross,28:06,9,14,.643,3,6,.500,4,4,1.000,0,2,2,1,2,0,2,0,25,+11
Michael Carter-Williams,18:36,3,4,.750,1,2,.500,1,2,.500,2,1,3,2,0,0,3,3,8,+11
Chuma Okeke,18:21,1,4,.250,0,1,.000,1,2,.500,1,2,3,2,0,0,0,1,3,-6
Cole Anthony,16:55,4,11,.364,1,4,.250,0,0,,1,4,5,5,0,0,0,2,9,+5
Khem Birch,16:55,4,6,.667,0,0,,0,0,,0,5,5,1,0,0,0,3,8,+5
