Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Julius Randle,38:20,11,20,.550,5,7,.714,0,2,.000,1,5,6,6,2,0,3,2,27,+14
Elfrid Payton,34:43,9,20,.450,0,2,.000,2,2,1.000,4,4,8,4,0,1,1,2,20,+7
RJ Barrett,32:02,8,15,.533,0,1,.000,1,3,.333,0,7,7,2,0,0,4,2,17,+4
Mitchell Robinson,28:08,3,5,.600,0,0,,2,2,1.000,3,8,11,0,2,0,1,3,8,+9
Reggie Bullock,27:25,4,7,.571,1,3,.333,0,0,,1,3,4,0,0,0,2,2,9,+2
Nerlens Noel,19:43,1,2,.500,0,0,,2,2,1.000,1,2,3,0,0,3,2,2,4,-4
Alec Burks,18:54,1,5,.200,1,2,.500,0,0,,1,2,3,5,0,0,0,2,3,0
Austin Rivers,17:48,1,4,.250,1,2,.500,2,2,1.000,0,3,3,1,1,0,2,0,5,+1
Immanuel Quickley,13:17,3,7,.429,2,3,.667,1,2,.500,0,1,1,1,0,0,2,1,9,-3
Obi Toppin,9:40,2,4,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,2,5,-10
