Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Nikola Vučević,34:25,12,18,.667,3,4,.750,1,1,1.000,3,7,10,5,1,0,1,0,28,+11
Evan Fournier,31:44,5,11,.455,2,6,.333,2,2,1.000,0,1,1,2,2,0,4,4,14,+12
Markelle Fultz,31:40,4,16,.250,1,2,.500,2,2,1.000,3,1,4,10,1,0,0,3,11,+9
Dwayne Bacon,23:06,9,10,.900,0,0,,0,0,,1,7,8,0,0,0,0,2,18,+13
Aaron Gordon,22:10,5,10,.500,0,3,.000,2,2,1.000,0,5,5,2,1,1,3,2,12,+1
Terrence Ross,24:54,7,13,.538,0,4,.000,0,1,.000,0,1,1,1,1,0,0,1,14,-2
Michael Carter-Williams,24:27,2,6,.333,0,0,,0,0,,2,6,8,2,1,0,1,5,4,+1
Chuma Okeke,17:39,1,3,.333,0,1,.000,1,2,.500,1,2,3,1,2,1,0,0,3,+8
Cole Anthony,16:20,1,5,.200,1,2,.500,4,4,1.000,1,3,4,3,1,0,0,2,7,+2
Khem Birch,13:35,3,4,.750,0,0,,1,2,.500,1,1,2,0,2,0,2,4,7,0
